t,S,E,I,R,beta(t),R(t),new_infections,new_symptomatic
337.0,7887.434991287772,2.809758449474497e-07,1.0164598250369975e-06,92113.56500741473,5e-06,0.22558064075083029,4.008630395617531e-08,6.989448879289795e-08
338.0,7887.43499125039,2.5317124325457315e-07,9.159313613143105e-07,92113.56500758044,5e-06,0.22558064074976117,3.6121745344070486e-08,6.297792120760528e-08
339.0,7887.434991217023,2.2834899501787516e-07,8.262019037663108e-07,92113.56500772836,5e-06,0.22558064074880685,3.25830690278826e-08,5.680323259151124e-08
340.0,7887.434991186963,2.0598534447624799e-07,7.453695907260607e-07,92113.56500786162,5e-06,0.22558064074794712,2.9395270956297183e-08,5.124013544185274e-08
341.0,7887.4349911595045,1.8555653586858367e-07,6.715325605266219e-07,92113.56500798334,5e-06,0.2255806407471618,2.648334707800308e-08,4.615834225586659e-08
342.0,7887.4349911344325,1.6690489528150054e-07,6.041129920502587e-07,92113.56500809449,5e-06,0.22558064074644477,2.3824509760480638e-08,4.151863066703994e-08
343.0,7887.434991111876,1.501278224821093e-07,5.434556116863135e-07,92113.56500819448,5e-06,0.22558064074579967,2.143235403865369e-08,3.734522947316152e-08
344.0,7887.434991091534,1.3500265826141002e-07,4.887475602592095e-07,92113.56500828466,5e-06,0.2255806407452179,1.9274823042995537e-08,3.358275081129603e-08
345.0,7887.434991073104,1.2130616716400669e-07,4.3917389443213786e-07,92113.56500836636,5e-06,0.2255806407446908,1.731977771054945e-08,3.017566347363351e-08
346.0,7887.434991056301,1.0882805641849901e-07,3.9396767599059604e-07,92113.56500844084,5e-06,0.22558064074421022,1.5536972164766798e-08,2.7071655825497272e-08
347.0,7887.434991041142,9.757728542109899e-08,3.5317518499270275e-07,92113.56500850804,5e-06,0.22558064074377665,1.3928231560394362e-08,2.4272956572412687e-08
348.0,7887.434991027562,8.750465828540892e-08,3.1662700037497457e-07,92113.56500856824,5e-06,0.22558064074338827,1.2486874409308359e-08,2.1767327931693765e-08
349.0,7887.434991015417,7.850236537179701e-08,2.8393629945972296e-07,92113.56500862208,5e-06,0.2255806407430409,1.1197645517890254e-08,1.9527951585024136e-08
350.0,7887.434991004564,7.046259704063148e-08,2.547162595692594e-07,92113.5650086702,5e-06,0.22558064074273051,1.0045289692521888e-08,1.7528009214087435e-08
351.0,7887.434990993524,6.225907916634049e-08,2.2501744204354943e-07,92113.56500871912,5e-06,0.2255806407424148,8.874052229790747e-09,1.5487333125955346e-08
352.0,7887.43499098566,5.64539859434337e-08,2.0382673332229784e-07,92113.56500875398,5e-06,0.22558064074218986,8.038350542522974e-09,1.4043280085431272e-08
353.0,7887.434990978353,5.104914048067213e-08,1.841460782046939e-07,92113.56500878638,5e-06,0.2255806407419809,7.2622011034156955e-09,1.2698791164346302e-08
354.0,7887.434990971602,4.604454277805574e-08,1.6597547669073764e-07,92113.5650088163,5e-06,0.2255806407417878,6.545603912468579e-09,1.1453866362700434e-08
355.0,7887.434990965408,4.1440192835584543e-08,1.493149287804291e-07,92113.56500884375,5e-06,0.22558064074161066,5.888558969681322e-09,1.030850568049367e-08
356.0,7887.4349909597495,3.7222599062907075e-08,1.3410475041540758e-07,92113.56500886884,5e-06,0.22558064074144885,5.288712504402049e-09,9.259353000723155e-09
357.0,7887.434990954604,3.337788724507408e-08,1.2028356488372422e-07,92113.56500889166,5e-06,0.22558064074130166,4.743643992503224e-09,8.302957026137832e-09
358.0,7887.434990949971,2.990605670627174e-08,1.0785136919571573e-07,92113.56500891219,5e-06,0.22558064074116915,4.253353316080761e-09,7.439317588624812e-09
359.0,7887.434990945851,2.680710744650006e-08,9.680816335138209e-08,92113.56500893045,5e-06,0.22558064074105133,3.817840475134464e-09,6.668434688184096e-09
360.0,7887.434990942225,2.4067852202405266e-08,8.710148518555021e-08,92113.56500894653,5e-06,0.22558064074094764,3.4350365100777233e-09,5.987027911046087e-09
361.0,7887.434990938946,2.1586441495485598e-08,7.832615251442606e-08,92113.56500896107,5e-06,0.22558064074085385,3.0889621802395236e-09,5.369761566041194e-09
362.0,7887.434990935983,1.9341449604337833e-08,7.039692856787367e-08,92113.56500897421,5e-06,0.2255806407407691,2.7762559882033387e-09,4.81130587172583e-09
363.0,7887.434990933334,1.7332876528961965e-08,6.331381334589304e-08,92113.56500898596,5e-06,0.22558064074069334,2.4969179339690936e-09,4.3116608280999915e-09
364.0,7887.434990931001,1.5560722269358003e-08,5.707680684848415e-08,92113.56500899629,5e-06,0.22558064074062661,2.2509480175367205e-09,3.870826435163682e-09
365.0,7887.434990928929,1.3987916235772804e-08,5.153759392224304e-08,92113.56500900547,5e-06,0.22558064074056738,2.03249710825293e-09,3.479581153177315e-09
366.0,7887.434990927037,1.2557752088043944e-08,4.6469299041418055e-08,92113.56500901387,5e-06,0.22558064074051326,1.8326178763156649e-09,3.123818927374116e-09
367.0,7887.4349909253215,1.1269619556482205e-08,4.186948058737898e-08,92113.56500902146,5e-06,0.2255806407404642,1.6512140311838072e-09,2.803387949373683e-09
368.0,7887.434990923784,1.0123518641087589e-08,3.773813856012581e-08,92113.56500902829,5e-06,0.22558064074042022,1.4882855728573324e-09,2.5182882191760176e-09
369.0,7887.434990922421,9.116515697989658e-09,3.40649107119739e-08,92113.56500903433,5e-06,0.22558064074038126,1.3434238435613548e-09,2.2677899746242934e-09
370.0,7887.434990921181,8.210390304753331e-09,3.0714794465454426e-08,92113.56500903981,5e-06,0.2255806407403458,1.2113047230288875e-09,2.0423856479485903e-09
371.0,7887.43499092005,7.3933663414844524e-09,2.7646194086219018e-08,92113.56500904483,5e-06,0.22558064074031342,1.0902877930070543e-09,1.83914585609066e-09
372.0,7887.434990919026,6.665443808183021e-09,2.4859109574267665e-08,92113.56500904937,5e-06,0.2255806407402841,9.803730534958447e-10,1.658070599050503e-09
373.0,7887.434990918109,6.026272523010872e-09,2.2352736911570026e-08,92113.56500905343,5e-06,0.22558064074025794,8.815287962955211e-10,1.4990727669181277e-09
374.0,7887.43499091728,5.4538050865304294e-09,2.007645523565419e-08,92113.56500905711,5e-06,0.22558064074023418,7.917586775964165e-10,1.3566679319727438e-09
375.0,7887.434990916523,4.934918928279782e-09,1.800013510488189e-08,92113.56500906046,5e-06,0.22558064074021256,7.098744773373515e-10,1.227591773203926e-09
376.0,7887.434990915841,4.46961404825893e-09,1.612377651925311e-08,92113.56500906349,5e-06,0.22558064074019304,6.358761955183211e-10,1.1118442906116743e-09
377.0,7887.434990915233,4.057890446467874e-09,1.4447379478767864e-08,92113.56500906618,5e-06,0.22558064074017564,5.697638321393217e-10,1.0094254841959887e-09
378.0,7887.434990914688,3.6881247349609645e-09,1.294545720122251e-08,92113.5650090686,5e-06,0.22558064074016004,5.105322605115548e-10,9.17443963920638e-10
379.0,7887.434990914192,3.346102760288665e-09,1.1586842092893828e-08,92113.5650090708,5e-06,0.2255806407401459,4.5695231878844107e-10,8.323638707185735e-10
380.0,7887.434990913746,3.0317894029230827e-09,1.037145714665079e-08,92113.56500907276,5e-06,0.22558064074013315,4.0902097002627945e-10,7.541764683888267e-10
381.0,7887.434990913351,2.745184662864217e-09,9.299302362493398e-09,92113.56500907452,5e-06,0.22558064074012182,3.667382142250681e-10,6.828817569313973e-10
382.0,7887.434990913,2.4827690591001425e-09,8.357280989440308e-09,92113.56500907608,5e-06,0.22558064074011178,3.2958755252501756e-10,6.176042435572495e-10
383.0,7887.434990912682,2.2360948970815784e-09,7.513957326743752e-09,92113.56500907747,5e-06,0.2255806407401027,2.9632924969591695e-10,5.562425117118354e-10
384.0,7887.434990912398,2.0047930635243594e-09,6.7679578239426704e-09,92113.56500907874,5e-06,0.22558064074009457,2.669091367879238e-10,4.987047421702387e-10
385.0,7887.434990912145,1.789187059704961e-09,6.1154199824948345e-09,92113.56500907984,5e-06,0.22558064074008732,2.411748877702655e-10,4.450714078868063e-10
386.0,7887.434990911916,1.5917185352373685e-09,5.5271913113260616e-09,92113.56500908086,5e-06,0.22558064074008077,2.1797681075208752e-10,3.9594988438740515e-10
387.0,7887.43499091171,1.4128911046899941e-09,4.997258818594269e-09,92113.56500908178,5e-06,0.22558064074007492,1.970777703221128e-10,3.514654489278593e-10
388.0,7887.43499091152,1.2486421884438966e-09,4.508927665794198e-09,92113.56500908262,5e-06,0.22558064074006948,1.7781936921337083e-10,3.106075095631584e-10
389.0,7887.434990911309,1.074263322952839e-09,3.960660443863337e-09,92113.56500908356,5e-06,0.22558064074006345,1.5619725886023004e-10,2.6722968232657693e-10
390.0,7887.434990911114,9.139217263865306e-10,3.451770358279185e-09,92113.56500908441,5e-06,0.22558064074005785,1.361280715224052e-10,2.273437130314753e-10
391.0,7887.434990910935,7.67617398744971e-10,2.9822574090417413e-09,92113.56500908521,5e-06,0.2255806407400527,1.176118071998961e-10,1.909496016778535e-10
392.0,7887.434990910771,6.353503400281601e-10,2.552121596151007e-09,92113.56500908594,5e-06,0.22558064074004805,1.0064846589270251e-10,1.5804734826571149e-10
393.0,7887.434990910623,5.17120550236098e-10,2.1613629196069815e-09,92113.5650090866,5e-06,0.2255806407400438,8.523804760082426e-11,1.2863695279504925e-10
394.0,7887.43499091049,4.129280293687848e-10,1.8099813794096657e-09,92113.56500908718,5e-06,0.22558064074004003,7.138055232426117e-11,1.0271841526586688e-10
395.0,7887.434990910373,3.2277277742622033e-10,1.4979769755590582e-09,92113.5650090877,5e-06,0.22558064074003664,5.907598006301305e-11,8.029173567816427e-11
396.0,7887.434990910271,2.4665479440840475e-10,1.22534970805516e-09,92113.56500908815,5e-06,0.22558064074003376,4.8324330817079774e-11,6.135691403194149e-11
397.0,7887.434990910186,1.84574080315338e-10,9.920995768979707e-10,92113.56500908853,5e-06,0.22558064074003129,3.9125604586461225e-11,4.5913950327198515e-11
398.0,7887.434990910115,1.3653063514702004e-10,7.982265820874905e-10,92113.56500908885,5e-06,0.22558064074002926,3.147980137115729e-11,3.396284456393534e-11
399.0,7887.43499091006,1.0252445890345088e-10,6.437307236237194e-10,92113.56500908908,5e-06,0.22558064074002773,2.538692117116789e-11,2.5503596742151962e-11
400.0,7887.434990910021,8.255555158463058e-11,5.286120015066573e-10,92113.56500908926,5e-06,0.22558064074002662,2.084696398649295e-11,2.0536206861848406e-11
401.0,7887.434990909989,6.898599394689804e-11,4.339551928294413e-10,92113.5650090894,5e-06,0.2255806407400257,1.7113966862050135e-11,1.7160695011666183e-11
402.0,7887.434990909921,1.764945933991058e-11,2.503828759517529e-10,92113.56500908971,5e-06,0.22558064074002376,9.87439328453257e-12,4.390412771122035e-12
403.0,7887.43499090986,-2.797850070062356e-11,8.556177554854576e-11,92113.56500908999,5e-06,0.22558064074002201,3.3743147117298778e-12,-6.959826044931234e-12
404.0,7887.4349909098055,-6.789788617470432e-11,-6.050810838018017e-11,92113.56500909022,5e-06,0.2255806407400204,-2.38626885635798e-12,-1.6890021436493614e-11
405.0,7887.434990909758,-1.0210869708233174e-10,-1.8782677583442487e-10,92113.56500909044,5e-06,0.22558064074001907,-7.407357419731031e-12,-2.5400173403565114e-11
406.0,7887.434990909718,-1.3061093342350581e-10,-2.963942268141883e-10,92113.56500909061,5e-06,0.2255806407400179,-1.1688950978389303e-11,-3.249028194614573e-11
407.0,7887.434990909685,-1.5340459519822652e-10,-3.8621046131947047e-10,92113.56500909076,5e-06,0.225580640740017,-1.5231049532332817e-11,-3.816034706423546e-11
408.0,7887.43499090966,-1.7048968240649388e-10,-4.5727547935027147e-10,92113.56500909087,5e-06,0.22558064074001624,-1.8033653081561595e-11,-4.2410368757834305e-11
409.0,7887.434990909642,-1.818661950483079e-10,-5.095892809065912e-10,92113.56500909095,5e-06,0.22558064074001574,-2.0096761626075652e-11,-4.524034702694227e-11
410.0,7887.43499090963,-1.8753413312366857e-10,-5.431518659884296e-10,92113.565009091,5e-06,0.2255806407400154,-2.1420375165874992e-11,-4.665028187155935e-11
411.0,7887.434990909625,-1.8749349663257587e-10,-5.579632345957868e-10,92113.56500909102,5e-06,0.2255806407400153,-2.2004493700959624e-11,-4.664017329168555e-11
412.0,7887.434990909628,-1.8174428557502982e-10,-5.540233867286627e-10,92113.565009091,5e-06,0.22558064074001538,-2.1849117231329558e-11,-4.521002128732086e-11
413.0,7887.434990909638,-1.7028649995103043e-10,-5.313323223870574e-10,92113.56500909096,5e-06,0.22558064074001566,-2.0954245756984787e-11,-4.2359825858465287e-11
414.0,7887.434990909467,-2.881679926896518e-10,-1.004246761215832e-09,92113.56500909173,5e-06,0.22558064074001077,-3.96046552196063e-11,-7.168358027105767e-11
415.0,7887.4349909094835,-2.7510664112843764e-10,-9.593876565155106e-10,92113.56500909166,5e-06,0.22558064074001122,-3.783553885923544e-11,-6.843448784289494e-11
416.0,7887.434990909501,-2.620452895672235e-10,-9.145285518151889e-10,92113.56500909159,5e-06,0.22558064074001172,-3.6066422498864576e-11,-6.518539541473222e-11
417.0,7887.434990909517,-2.489839380060093e-10,-8.696694471148672e-10,92113.56500909152,5e-06,0.2255806407400122,-3.4297306138493696e-11,-6.193630298656948e-11
418.0,7887.4349909095345,-2.3592258644479516e-10,-8.248103424145456e-10,92113.56500909143,5e-06,0.2255806407400127,-3.252818977812281e-11,-5.868721055840677e-11
419.0,7887.434990909551,-2.2286123488358096e-10,-7.79951237714224e-10,92113.56500909136,5e-06,0.22558064074001316,-3.075907341775192e-11,-5.543811813024403e-11
420.0,7887.434990909568,-2.0979988332236682e-10,-7.350921330139024e-10,92113.56500909128,5e-06,0.22558064074001363,-2.8989957057381027e-11,-5.21890257020813e-11
421.0,7887.4349909095845,-1.9673853176115265e-10,-6.902330283135808e-10,92113.56500909121,5e-06,0.2255806407400141,-2.722084069701012e-11,-4.8939933273918573e-11
422.0,7887.434990909602,-1.8367718019993848e-10,-6.453739236132592e-10,92113.56500909114,5e-06,0.22558064074001463,-2.545172433663921e-11,-4.5690840845755845e-11
423.0,7887.434990909619,-1.706158286387243e-10,-6.005148189129376e-10,92113.56500909106,5e-06,0.2255806407400151,-2.368260797626829e-11,-4.2441748417593116e-11
424.0,7887.434990909635,-1.5755447707751014e-10,-5.55655714212616e-10,92113.56500909099,5e-06,0.22558064074001558,-2.1913491615897362e-11,-3.919265598943039e-11
425.0,7887.434990909653,-1.4449312551629597e-10,-5.107966095122944e-10,92113.56500909092,5e-06,0.22558064074001605,-2.0144375255526428e-11,-3.594356356126766e-11
426.0,7887.434990909669,-1.314317739550818e-10,-4.659375048119728e-10,92113.56500909083,5e-06,0.22558064074001652,-1.8375258895155486e-11,-3.269447113310493e-11
427.0,7887.4349909096845,-1.200448520467472e-10,-4.267966374174413e-10,92113.56500909076,5e-06,0.22558064074001696,-1.68316536598446e-11,-2.9861903494215724e-11
428.0,7887.434990909687,-1.181403881442111e-10,-4.200387041319037e-10,92113.56500909074,5e-06,0.22558064074001705,-1.6565139862531697e-11,-2.938815625477888e-11
429.0,7887.43499090969,-1.1623592424167495e-10,-4.132807708463662e-10,92113.56500909074,5e-06,0.22558064074001713,-1.6298626065218793e-11,-2.891440901534203e-11
430.0,7887.434990909692,-1.1433146033913881e-10,-4.0652283756082867e-10,92113.56500909073,5e-06,0.22558064074001716,-1.6032112267905886e-11,-2.844066177590518e-11
431.0,7887.4349909096945,-1.1242699643660268e-10,-3.9976490427529115e-10,92113.56500909071,5e-06,0.22558064074001724,-1.576559847059298e-11,-2.7966914536468332e-11
432.0,7887.434990909697,-1.1052253253406655e-10,-3.9300697098975357e-10,92113.5650090907,5e-06,0.22558064074001732,-1.5499084673280076e-11,-2.7493167297031484e-11
433.0,7887.4349909097,-1.0861806863153042e-10,-3.8624903770421604e-10,92113.5650090907,5e-06,0.2255806407400174,-1.523257087596717e-11,-2.7019420057594636e-11
434.0,7887.434990909702,-1.0671360472899429e-10,-3.7949110441867847e-10,92113.56500909069,5e-06,0.2255806407400175,-1.496605707865426e-11,-2.6545672818157785e-11
435.0,7887.4349909097045,-1.0480914082645815e-10,-3.72733171133141e-10,92113.56500909067,5e-06,0.22558064074001755,-1.4699543281341358e-11,-2.6071925578720937e-11
436.0,7887.434990909707,-1.0290467692392202e-10,-3.659752378476034e-10,92113.56500909066,5e-06,0.22558064074001763,-1.4433029484028449e-11,-2.559817833928409e-11
437.0,7887.43499090971,-1.0100021302138589e-10,-3.592173045620659e-10,92113.56500909066,5e-06,0.22558064074001768,-1.4166515686715544e-11,-2.5124431099847238e-11
438.0,7887.434990909713,-9.909574911884976e-11,-3.524593712765283e-10,92113.56500909064,5e-06,0.22558064074001777,-1.3900001889402637e-11,-2.465068386041039e-11
439.0,7887.4349909097145,-9.719128521631362e-11,-3.457014379909908e-10,92113.56500909063,5e-06,0.22558064074001785,-1.363348809208973e-11,-2.4176936620973542e-11
440.0,7887.434990909717,-9.528682131377749e-11,-3.3894350470545326e-10,92113.56500909061,5e-06,0.2255806407400179,-1.3366974294776823e-11,-2.3703189381536694e-11
441.0,7887.43499090972,-9.338235741124136e-11,-3.3218557141991573e-10,92113.56500909061,5e-06,0.225580640740018,-1.3100460497463917e-11,-2.3229442142099843e-11
442.0,7887.434990909723,-9.147789350870523e-11,-3.2542763813437815e-10,92113.5650090906,5e-06,0.22558064074001807,-1.2833946700151008e-11,-2.2755694902662995e-11
443.0,7887.434990909725,-8.95734296061691e-11,-3.1866970484884063e-10,92113.56500909058,5e-06,0.22558064074001813,-1.25674329028381e-11,-2.2281947663226147e-11
444.0,7887.434990909727,-8.766896570363296e-11,-3.1191177156330305e-10,92113.56500909057,5e-06,0.22558064074001818,-1.2300919105525191e-11,-2.1808200423789296e-11
445.0,7887.43499090973,-8.576450180109685e-11,-3.051538382777656e-10,92113.56500909055,5e-06,0.22558064074001827,-1.2034405308212286e-11,-2.133445318435245e-11
446.0,7887.434990909733,-8.38600378985607e-11,-2.98395904992228e-10,92113.56500909055,5e-06,0.22558064074001835,-1.1767891510899377e-11,-2.08607059449156e-11
447.0,7887.4349909097355,-8.195557399602457e-11,-2.916379717066904e-10,92113.56500909054,5e-06,0.22558064074001843,-1.1501377713586469e-11,-2.0386958705478752e-11
448.0,7887.434990909737,-8.005111009348844e-11,-2.848800384211529e-10,92113.56500909053,5e-06,0.22558064074001846,-1.123486391627356e-11,-1.99132114660419e-11
449.0,7887.43499090974,-7.814664619095232e-11,-2.7812210513561537e-10,92113.56500909051,5e-06,0.22558064074001855,-1.0968350118960651e-11,-1.9439464226605056e-11
450.0,7887.434990909743,-7.624218228841618e-11,-2.7136417185007784e-10,92113.56500909051,5e-06,0.22558064074001863,-1.0701836321647744e-11,-1.896571698716821e-11
451.0,7887.4349909097455,-7.433771838588005e-11,-2.646062385645403e-10,92113.5650090905,5e-06,0.2255806407400187,-1.0435322524334836e-11,-1.8491969747731357e-11
452.0,7887.434990909747,-7.243325448334392e-11,-2.5784830527900274e-10,92113.56500909048,5e-06,0.22558064074001874,-1.0168808727021925e-11,-1.801822250829451e-11
453.0,7887.43499090975,-7.052879058080779e-11,-2.5109037199346516e-10,92113.56500909047,5e-06,0.22558064074001882,-9.902294929709015e-12,-1.754447526885766e-11
454.0,7887.434990909753,-6.862432667827166e-11,-2.443324387079277e-10,92113.56500909047,5e-06,0.2255806407400189,-9.635781132396108e-12,-1.7070728029420813e-11
455.0,7887.4349909097555,-6.671986277573552e-11,-2.375745054223901e-10,92113.56500909045,5e-06,0.225580640740019,-9.369267335083198e-12,-1.6596980789983962e-11
456.0,7887.434990909758,-6.481539887319939e-11,-2.3081657213685258e-10,92113.56500909044,5e-06,0.22558064074001907,-9.102753537770288e-12,-1.6123233550547114e-11
457.0,7887.43499090976,-6.291093497066326e-11,-2.2405863885131503e-10,92113.56500909042,5e-06,0.22558064074001916,-8.836239740457377e-12,-1.5649486311110266e-11
458.0,7887.434990909763,-6.100647106812713e-11,-2.173007055657775e-10,92113.56500909041,5e-06,0.22558064074001924,-8.569725943144469e-12,-1.517573907167342e-11
459.0,7887.4349909097655,-5.9102007165591e-11,-2.1054277228023995e-10,92113.56500909041,5e-06,0.22558064074001927,-8.303212145831557e-12,-1.4701991832236567e-11
460.0,7887.434990909768,-5.7197543263054864e-11,-2.0378483899470243e-10,92113.5650090904,5e-06,0.22558064074001935,-8.036698348518648e-12,-1.422824459279972e-11
461.0,7887.43499090977,-5.529307936051873e-11,-1.9702690570916487e-10,92113.56500909038,5e-06,0.22558064074001943,-7.770184551205736e-12,-1.375449735336287e-11
462.0,7887.434990909773,-5.33886154579826e-11,-1.9026897242362732e-10,92113.56500909037,5e-06,0.22558064074001952,-7.503670753892824e-12,-1.3280750113926022e-11
463.0,7887.4349909097755,-5.148415155544647e-11,-1.8351103913808977e-10,92113.56500909037,5e-06,0.22558064074001957,-7.2371569565799125e-12,-1.2807002874489172e-11
464.0,7887.434990909778,-4.9579687652910335e-11,-1.7675310585255222e-10,92113.56500909035,5e-06,0.22558064074001966,-6.9706431592670014e-12,-1.2333255635052324e-11
465.0,7887.43499090978,-4.7675223750374203e-11,-1.699951725670147e-10,92113.56500909034,5e-06,0.2255806407400197,-6.70412936195409e-12,-1.1859508395615475e-11
466.0,7887.434990909783,-4.577075984783807e-11,-1.6323723928147717e-10,92113.56500909032,5e-06,0.2255806407400198,-6.43761556464118e-12,-1.1385761156178627e-11
467.0,7887.4349909097855,-4.386629594530194e-11,-1.5647930599593964e-10,92113.56500909032,5e-06,0.22558064074001985,-6.171101767328269e-12,-1.0912013916741777e-11
468.0,7887.434990909788,-4.196183204276581e-11,-1.4972137271040206e-10,92113.56500909031,5e-06,0.22558064074001993,-5.9045879700153555e-12,-1.043826667730493e-11
469.0,7887.434990909791,-4.0057368140229675e-11,-1.4296343942486454e-10,92113.5650090903,5e-06,0.22558064074002002,-5.6380741727024445e-12,-9.96451943786808e-12
470.0,7887.434990909793,-3.815290423769354e-11,-1.3620550613932698e-10,92113.56500909028,5e-06,0.22558064074002007,-5.371560375389532e-12,-9.49077219843123e-12
471.0,7887.4349909097955,-3.624844033515741e-11,-1.2944757285378943e-10,92113.56500909026,5e-06,0.22558064074002013,-5.105046578076619e-12,-9.017024958994382e-12
472.0,7887.434990909798,-3.4343976432621285e-11,-1.226896395682519e-10,92113.56500909026,5e-06,0.2255806407400202,-4.838532780763708e-12,-8.543277719557534e-12
473.0,7887.434990909801,-3.2439512530085147e-11,-1.1593170628271436e-10,92113.56500909025,5e-06,0.2255806407400203,-4.5720189834507946e-12,-8.069530480120685e-12
474.0,7887.434990909803,-3.053504862754902e-11,-1.0917377299717683e-10,92113.56500909023,5e-06,0.22558064074002035,-4.305505186137882e-12,-7.595783240683837e-12
475.0,7887.4349909098055,-2.863058472501289e-11,-1.0241583971163928e-10,92113.56500909022,5e-06,0.2255806407400204,-4.038991388824968e-12,-7.122036001246988e-12
476.0,7887.434990909808,-2.6726120822476757e-11,-9.565790642610174e-11,92113.56500909022,5e-06,0.2255806407400205,-3.772477591512056e-12,-6.648288761810139e-12
477.0,7887.434990909811,-2.4821656919940625e-11,-8.88999731405642e-11,92113.5650090902,5e-06,0.22558064074002057,-3.5059637941991426e-12,-6.1745415223732905e-12
478.0,7887.434990909814,-2.2917193017404493e-11,-8.214203985502665e-11,92113.56500909019,5e-06,0.22558064074002065,-3.2394499968862283e-12,-5.700794282936442e-12
479.0,7887.4349909098155,-2.101272911486836e-11,-7.538410656948911e-11,92113.56500909018,5e-06,0.22558064074002074,-2.972936199573315e-12,-5.227047043499593e-12
480.0,7887.434990909818,-1.910826521233223e-11,-6.862617328395157e-11,92113.56500909018,5e-06,0.22558064074002077,-2.7064224022604013e-12,-4.753299804062745e-12
481.0,7887.43499090982,-1.7711446634947073e-11,-6.366576923070431e-11,92113.56500909016,5e-06,0.22558064074002085,-2.5107980797672348e-12,-4.405832496255491e-12
482.0,7887.43499090982,-1.742996275906633e-11,-6.265467117992186e-11,92113.56500909016,5e-06,0.22558064074002085,-2.4709232290423238e-12,-4.33581163160854e-12
483.0,7887.434990909821,-1.7148478883185587e-11,-6.164357312913943e-11,92113.56500909016,5e-06,0.22558064074002085,-2.431048378317414e-12,-4.26579076696159e-12
484.0,7887.434990909821,-1.6866995007304844e-11,-6.063247507835697e-11,92113.56500909016,5e-06,0.22558064074002085,-2.3911735275925026e-12,-4.195769902314639e-12
485.0,7887.434990909821,-1.65855111314241e-11,-5.962137702757454e-11,92113.56500909016,5e-06,0.22558064074002085,-2.351298676867592e-12,-4.1257490376676876e-12
486.0,7887.434990909822,-1.6304027255543362e-11,-5.86102789767921e-11,92113.56500909016,5e-06,0.2255806407400209,-2.3114238261426814e-12,-4.055728173020737e-12
487.0,7887.434990909822,-1.602254337966262e-11,-5.7599180926009643e-11,92113.56500909015,5e-06,0.2255806407400209,-2.2715489754177704e-12,-3.985707308373786e-12
488.0,7887.434990909823,-1.5741059503781876e-11,-5.6588082875227204e-11,92113.56500909015,5e-06,0.22558064074002093,-2.2316741246928602e-12,-3.915686443726836e-12
489.0,7887.434990909823,-1.5459575627901133e-11,-5.557698482444476e-11,92113.56500909015,5e-06,0.22558064074002093,-2.1917992739679492e-12,-3.8456655790798846e-12
490.0,7887.434990909824,-1.5178091752020393e-11,-5.4565886773662313e-11,92113.56500909015,5e-06,0.22558064074002093,-2.1519244232430386e-12,-3.775644714432934e-12
491.0,7887.434990909824,-1.489660787613965e-11,-5.3554788722879874e-11,92113.56500909015,5e-06,0.22558064074002093,-2.112049572518128e-12,-3.705623849785983e-12
492.0,7887.434990909824,-1.4615124000258907e-11,-5.254369067209743e-11,92113.56500909015,5e-06,0.22558064074002093,-2.072174721793217e-12,-3.6356029851390323e-12
493.0,7887.434990909825,-1.4333640124378165e-11,-5.153259262131498e-11,92113.56500909015,5e-06,0.22558064074002096,-2.0322998710683064e-12,-3.565582120492081e-12
494.0,7887.434990909825,-1.4052156248497422e-11,-5.052149457053254e-11,92113.56500909015,5e-06,0.22558064074002096,-1.9924250203433954e-12,-3.49556125584513e-12
495.0,7887.4349909098255,-1.377067237261668e-11,-4.95103965197501e-11,92113.56500909015,5e-06,0.22558064074002102,-1.9525501696184852e-12,-3.4255403911981797e-12
496.0,7887.4349909098255,-1.3489188496735939e-11,-4.849929846896765e-11,92113.56500909013,5e-06,0.22558064074002102,-1.9126753188935742e-12,-3.355519526551229e-12
497.0,7887.4349909098255,-1.3207704620855196e-11,-4.748820041818521e-11,92113.56500909013,5e-06,0.22558064074002102,-1.8728004681686632e-12,-3.2854986619042782e-12
498.0,7887.434990909826,-1.2926220744974455e-11,-4.647710236740277e-11,92113.56500909013,5e-06,0.22558064074002102,-1.832925617443753e-12,-3.2154777972573275e-12
499.0,7887.434990909826,-1.264473686909371e-11,-4.5466004316620317e-11,92113.56500909013,5e-06,0.22558064074002102,-1.7930507667188414e-12,-3.145456932610376e-12
500.0,7887.434990909827,-1.2363252993212969e-11,-4.445490626583788e-11,92113.56500909013,5e-06,0.22558064074002104,-1.753175915993931e-12,-3.0754360679634256e-12
501.0,7887.434990909827,-1.2081769117332228e-11,-4.344380821505544e-11,92113.56500909013,5e-06,0.22558064074002104,-1.7133010652690204e-12,-3.005415203316475e-12
502.0,7887.434990909828,-1.1800285241451485e-11,-4.2432710164272987e-11,92113.56500909013,5e-06,0.2255806407400211,-1.6734262145441094e-12,-2.935394338669524e-12
503.0,7887.434990909828,-1.1518801365570743e-11,-4.142161211349055e-11,92113.56500909013,5e-06,0.2255806407400211,-1.6335513638191988e-12,-2.8653734740225733e-12
504.0,7887.434990909828,-1.1237317489690002e-11,-4.041051406270811e-11,92113.56500909013,5e-06,0.2255806407400211,-1.5936765130942882e-12,-2.7953526093756226e-12
505.0,7887.434990909829,-1.0955833613809258e-11,-3.9399416011925657e-11,92113.56500909012,5e-06,0.2255806407400211,-1.5538016623693772e-12,-2.7253317447286714e-12
